""	"17119-05-01-243200068"	"17119-05-02-243200066"	"17119-05-03-243200095"	"17119-05-04-243200101"	"17119-05-05-243200087"	"17119-05-06-243200069"	"17119-05-07-243200099"	"17119-05-08-243200071"	"17119-05-09-243200070"	"17119-05-10-243200096"	"17119-05-11-243200091"	"17119-05-12-243200081"	"17119-05-13-243200076"	"17119-05-14-243200089"	"17119-05-15-243200093"	"17119-05-16-243200072"	"17119-05-17-243200086"	"17119-05-18-243200100"	"17119-05-19-243200062"	"17119-05-20-243200063"	"17119-05-21-243200075"	"17119-05-22-243200094"	"17119-05-23-243200073"	"17119-05-24-243200088"	"17119-05-25-243200085"	"17119-05-26-243200098"	"17119-05-27-243200083"	"17119-05-28-243200078"	"17119-05-30-243200082"	"17119-05-31-243200080"	"17119-05-32-243200092"	"17119-05-33-243200064"	"17119-05-34-243200097"	"17119-05-35-243200067"	"17119-05-36-243200079"	"17119-05-37-243200074"	"17119-05-38-243200077"	"17119-05-39-243200084"	"17119-05-40-243200090"	"17119D-05-29-243200065"
"K00691"	960	2391	1024	5019	163	7595	4246	2656	4141	6298	5751	2032	5685	2362	4030	5988	2748	4206	2154	5636	3452	6017	2920	2799	7116	2040	76	2792	6269	885	933	899	1453	494	1220	1393	9398	1076	2393	3346
"K00692"	0	1	9	3	1	536	0	257	28	539	39	53	0	924	21	0	222	554	69	207	285	121	255	1	475	2189	1	376	276	742	643	168	407	3	2485	726	3	302	927	171
"K00693"	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	15	14	0
"K00694"	11	7	403	793	1820	82	46	480	44	84	103	1256	64	1110	692	2830	37	338	976	40	88	31	998	3726	1124	432	5609	2379	1027	754	1264	3248	5845	1789	1444	1992	344	252	552	529
"K00695"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K00696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K00697"	4	4	116	80	1592	30	39	447	21	48	245	1125	35	581	61	2161	16	97	501	2	50	4	570	2932	216	763	3765	2139	773	310	721	1941	3121	52	814	929	211	147	361	433
"K00698"	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	17	0
"K00699"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"K00700"	5593	370	734	979	5632	276	151	2863	111	382	1510	5325	207	5135	920	8104	264	634	4686	142	2098	43	5811	4441	1632	3748	8507	10623	1812	5162	5768	5391	8639	1599	4508	4935	805	7170	12969	1896
"K00702"	2	5	12	2	1	35	0	1540	1	0	25	64	0	110	0	1	1	0	179	1	85	0	2	0	2	0	0	6	3	12	1	0	2	1	29	67	1	718	2026	2
"K00703"	2137	272	719	2119	4435	2462	1395	2223	1182	1954	2414	4320	1647	3409	1264	5838	686	1552	3070	1426	2095	1556	4892	2555	2629	3137	4597	7960	2404	3735	4338	2428	7302	183	2632	3392	722	5298	8069	1948
"K00705"	185	434	446	913	708	317	51	2895	304	78	354	1779	61	2323	945	1862	47	339	1334	71	947	5	7071	6174	613	654	3890	3974	1937	6078	1222	6445	5692	776	3066	2362	948	6281	10621	666
"K00706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K00709"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0
"K00710"	0	0	14	1	7	0	4	110	0	0	3	3	2	30	11	0	1	3	10	15	14	0	143	301	1	56	155	39	74	28	13	199	1	3	73	28	27	77	64	1
"K00712"	69	158	11	593	9	551	7	384	17	773	1585	88	151	906	194	6	398	766	2169	227	351	129	1325	20	608	2062	17	451	3	1020	2016	82	529	12	2956	1351	254	693	737	314
"K00713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
"K00714"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K00717"	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	7	0	4	11	0
"K00719"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K00720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"K00721"	190	2	21	0	3	6	2	902	6	0	32	69	0	541	10	0	1	1	118	7	48	0	616	41	2	4	67	61	11	96	30	22	12	0	115	291	17	824	1647	44
"K00725"	0	4	0	2	0	0	0	0	0	0	0	4	0	97	6	0	0	0	9	0	0	1	0	47	1	0	60	22	14	5	31	41	0	3	9	48	20	3	1	48
"K00726"	0	0	0	1	0	1	1	126	0	0	2	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0	1	3	0	5	1	0
"K00727"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
"K00728"	479	308	65	4	2	2	0	7	21	0	6	99	0	763	78	247	1	2	58	24	53	1	833	875	4	7	159	234	154	218	135	358	12	24	56	252	120	2741	2582	129
"K00729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K00731"	0	0	0	0	0	53	0	0	2	0	0	0	0	0	4	0	0	67	0	28	0	11	0	0	33	0	0	1	0	61	0	1	32	0	273	0	0	3	35	0
"K00733"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K00734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"K00735"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
"K00736"	1	4	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	1	1	2	0	19	18	0
"K00737"	0	0	1	0	0	0	0	12	0	0	0	0	0	53	0	0	0	0	101	0	4	0	0	815	1	2	579	1	81	0	0	194	1	0	1	6	35	11	125	0
"K00738"	0	0	0	0	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	6	17	0
"K00741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K00742"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00744"	417	5	1	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0
"K00746"	0	0	0	0	0	53	0	4	13	0	8	0	1	361	3	1	75	27	96	26	17	0	133	0	0	57	0	2	0	33	32	3	8	26	86	53	0	36	58	20
"K00747"	0	2	0	4	3	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	2	2	3	0	0	1	2	2	2	1	0	2	0
"K00748"	18	13	134	140	1127	675	104	1395	212	144	551	820	101	996	77	1097	76	220	324	87	116	94	1061	410	269	1155	2144	1408	381	666	1255	838	1893	75	955	756	118	2337	3870	724
"K00749"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K00750"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"K00752"	22	7	0	1	0	2	0	5	0	0	0	3	0	3	0	5	0	0	2	0	0	0	0	0	12	1	1	114	1	8	1	55	1	0	3	3	0	13	182	0
"K00753"	0	0	0	0	0	0	0	10	0	0	3	0	0	28	0	26	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"K00754"	3581	79	12	670	34	1	8	6	1	3	3	69	5	5	187	22	0	1	0	1	2	0	2	17	0	8	7	38	17	7	3	94	0	2	6	1	276	2	7	17
"K00756"	7536	1735	343	2556	181	2036	1073	869	1289	1844	1660	1239	1563	952	1476	2956	639	1183	1384	1370	1207	1444	3056	1641	2605	1562	197	3020	2121	1651	1151	1539	556	308	689	1042	7057	2139	2371	1166
"K00757"	1	11	196	128	2711	85	67	1120	39	86	437	1791	84	939	93	2632	52	210	883	8	252	1	1106	730	338	1555	1797	2981	318	964	1375	647	4087	96	1520	1538	87	2762	3715	714
"K00758"	4	15	151	127	1915	38	52	470	59	87	382	1229	42	776	210	2356	66	114	583	21	54	2	625	1299	402	1508	2793	2821	575	379	1151	1504	4134	92	675	1228	291	225	606	731
"K00759"	1968	726	794	2058	1845	3047	1493	1506	1361	2332	1955	1551	1566	2082	2045	1621	723	1680	1709	1582	1509	1848	2242	1992	2224	1817	1591	2851	2038	1600	2085	2436	2216	2105	1699	2310	1392	2394	3552	1716
"K00760"	3603	526	607	2250	1363	2992	1631	1674	1276	2434	2561	1914	1971	2474	1764	1629	1177	1976	2658	2113	2344	2162	3125	750	2587	2651	1373	3250	2059	2519	3603	1140	2337	1109	2124	2031	2584	2976	4230	1725
"K00761"	2464	1213	1206	3564	1305	4583	2542	2115	2478	3748	3514	1918	3166	2521	3632	1010	1368	2722	1952	3138	2553	3621	2764	1809	3803	1887	1278	2133	3609	2338	2616	2180	1505	2812	1723	2300	3128	3124	4479	2589
"K00762"	3633	620	574	1477	1860	2004	697	2161	956	1560	1884	1947	939	3100	1541	1852	604	1196	2077	897	1384	897	3451	1084	1704	2305	1377	3147	1198	2643	2261	1632	2961	1984	2499	2968	2983	3524	4956	1433
"K00763"	7584	553	1369	3724	3707	4648	1815	4040	1826	2919	5302	4166	2265	7130	3605	5124	2359	3188	8162	2667	5906	2577	7691	2602	3692	7533	3853	7438	3241	5581	10917	3638	5701	2510	5615	6568	7063	6885	9180	3270
"K00764"	5603	895	906	2626	1720	2152	575	3652	885	1398	3156	3221	863	3410	2869	3152	772	1092	5546	972	4390	777	6617	4759	2039	3235	2310	7088	2203	7156	7960	5515	1941	3479	3784	4346	7136	8442	14656	2068
"K00765"	1473	115	318	581	1854	56	28	1420	123	69	374	996	33	1630	653	1783	53	296	725	22	329	5	2921	1447	467	868	1434	2838	470	1709	1494	1603	2520	801	1257	1746	576	2400	3793	727
"K00766"	3334	276	306	1169	322	69	18	1348	85	9	186	402	25	603	743	556	4	226	299	28	219	2	974	75	457	38	274	1738	123	1174	693	457	123	702	1058	671	362	2143	3644	320
"K00767"	1804	25	380	89	1726	118	34	1077	20	42	297	1171	45	646	599	1193	41	228	641	11	438	3	714	2201	235	673	1776	2426	505	1219	926	2066	2456	1454	1307	1707	194	1224	2641	732
"K00768"	36	12	142	91	1279	153	31	1255	21	48	445	1223	35	1005	72	1603	59	407	1732	13	544	4	2449	9	438	635	856	2216	69	634	878	267	3722	51	1133	1290	20	3897	5317	525
"K00769"	0	4	89	60	1278	791	31	288	75	63	236	686	24	624	44	1209	20	107	320	7	19	5	354	351	190	742	794	1576	167	431	837	362	2186	77	411	702	42	113	184	405
"K00771"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	4	0
"K00772"	0	2	7	5	5	9	9	22	0	1	6	1	3	9	2	1	0	18	26	4	22	8	262	0	1	5	11	24	12	5	62	1	4	6	144	23	14	775	742	18
"K00773"	2866	845	488	1037	1887	1038	49	1655	187	288	770	2026	110	3194	949	2854	178	439	1750	113	622	27	2779	3743	551	1687	3166	5035	1041	3600	2500	3404	2287	1903	2539	3159	2797	5087	7167	1252
"K00778"	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
"K00779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K00780"	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"K00781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K00782"	495	8	72	60	930	425	25	496	101	28	353	557	24	886	55	722	133	156	788	14	207	3	1087	47	357	1339	472	1605	60	499	965	231	820	176	603	991	1461	424	725	483
"K00783"	2835	954	996	3638	1228	5528	2790	2041	2887	4100	3859	1978	3320	1955	3111	1529	1639	2926	2243	3466	3271	3901	2167	1611	4419	2384	853	2492	3743	1746	3956	1259	2241	1070	1926	1607	5288	3125	4021	2231
"K00784"	2768	525	475	1675	2655	1224	532	2030	576	1117	1681	2299	729	3055	1077	3831	637	1075	2958	623	1684	643	2805	1492	1581	3299	3545	5039	1150	1638	3324	1813	3654	1083	2687	2780	3518	3333	4910	1463
"K00785"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	10
"K00787"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0
"K00788"	2153	356	317	1565	1393	1811	552	1870	572	1168	1052	1471	659	1774	1050	1739	378	753	1363	700	993	758	2048	1459	915	1737	2671	2606	1028	1246	1380	1583	1989	433	1713	1656	3308	3538	5373	1016
"K00789"	3175	2057	1104	4212	2408	4261	2359	4356	2549	3778	3778	3844	3259	6295	3591	3590	1383	2783	3971	3034	3135	3268	7221	5470	4838	2057	3532	5154	4712	3867	3414	4751	4122	2954	4019	5074	4550	10140	13203	3124
"K00790"	7098	1170	2093	6462	5467	5748	3105	4003	2980	4634	5118	4512	3603	5906	5500	4543	1810	3575	5268	3562	4027	4117	7931	3569	5301	5161	3280	9694	4555	5262	6217	5534	6104	6874	4858	7538	11929	10264	13901	4577
"K00791"	3788	692	946	2701	1967	3959	1648	3538	1643	2591	2724	2596	1908	3101	2701	2482	1034	2103	2902	1969	2488	2234	4077	3854	2945	2797	3365	5150	2917	3523	3736	3343	2926	2051	3125	3605	2757	6022	8828	2248
"K00793"	1543	80	231	659	1222	1020	245	1167	308	369	701	822	326	1076	598	1567	298	460	789	301	568	287	881	826	455	876	1168	1902	559	638	1220	778	1749	462	1257	1103	263	1560	2466	711
"K00794"	1845	178	533	1217	2309	1947	781	1169	743	1060	1301	1323	921	1234	1346	1733	478	903	1149	900	868	1050	1239	1132	1046	1324	1684	2176	1234	701	2026	1560	2775	1757	1275	1743	631	1554	2271	1320
"K00795"	2	9	169	76	1873	259	30	435	85	48	229	1176	47	525	83	1830	45	157	385	11	65	9	470	978	316	855	2563	2557	329	428	1122	496	3105	79	644	941	94	167	323	433
"K00796"	2971	434	344	1239	2222	1389	42	1968	149	386	613	1920	90	2186	908	2305	319	678	1672	163	742	63	2439	2260	565	3630	2907	5383	723	2009	2572	2618	3579	1352	2367	3276	4444	3309	5877	1323
"K00797"	3196	80	103	196	1027	155	32	418	31	59	259	842	32	921	100	1173	35	183	411	11	200	6	1041	308	697	552	1457	1476	283	585	730	597	1848	43	609	819	140	462	1184	353
"K00798"	1712	47	166	925	32	1382	756	1175	684	1069	1136	383	946	185	677	454	515	806	935	897	1177	1026	622	26	1033	738	12	422	1046	310	1514	142	264	66	409	203	1727	1122	1713	538
"K00799"	10	16	202	115	2828	29	62	651	75	91	449	1689	74	1065	109	3292	70	224	786	14	78	3	816	5050	501	1409	6445	3464	1439	554	1432	4161	5712	84	1050	1569	493	196	493	712
"K00800"	3667	639	728	1601	2665	1046	78	3167	264	376	1094	2515	156	2166	1333	3985	105	529	1250	65	752	24	3438	3568	337	1214	4040	5970	1068	2831	2148	3043	2889	2013	2811	3113	4183	5403	9032	1335
"K00801"	0	0	0	0	5	3	0	0	0	1	0	2	1	0	1	2	0	0	0	0	1	0	1	0	0	1	1	1	0	1	3	0	0	1	150	12	0	46	102	0
"K00802"	0	0	0	1	38	1	1	8	0	2	0	8	0	19	1	0	0	4	2	0	3	0	73	0	0	22	1	1	0	13	0	2	2	2	60	36	1	4	10	7
"K00803"	0	1	0	1	0	0	3	39	0	1	5	277	1	65	3	0	1	3	167	0	19	1	997	2	1	1	1	30	7	455	2	25	1	0	17	36	1	684	845	12
"K00804"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	10	0
"K00805"	4681	2287	712	3885	242	5374	2568	1161	2799	4348	3261	1698	3395	2782	3014	3172	1772	3131	1083	3493	2336	3805	4174	2299	4489	3150	231	3567	3778	1718	759	1826	1268	868	3376	1623	15518	1973	2656	2318
"K00806"	2939	286	582	2169	3289	2835	1112	2564	1130	1954	2301	3007	1229	3344	1430	4057	670	1372	2849	1228	1975	1374	3554	1199	2121	2993	2470	5835	1867	2429	3474	1953	5618	787	2504	3395	3046	4403	6067	2019
"K00808"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	1	1	0	1	1	0	0
"K00809"	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	644	472	0
"K00810"	0	2	0	0	0	0	1	732	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	9	61	0
"K00812"	802	24	10	22	23	848	5	3695	28	6	199	200	4	288	14	24	75	92	165	22	418	4	540	8	42	130	3	422	14	96	265	122	118	71	1314	423	6	5434	7397	309
"K00813"	258	2	60	31	628	17	24	207	21	32	154	397	6	425	29	758	21	54	205	4	32	0	332	1125	285	448	1145	856	227	253	414	601	3064	39	315	490	77	63	163	251
"K00814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0
"K00815"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00816"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0
"K00817"	2600	250	486	2086	3021	1392	88	2437	247	129	632	2294	75	3134	1444	3509	74	485	1558	47	710	11	2882	2800	595	1246	3052	5692	1022	2917	2926	3715	3560	3066	2543	3659	1476	3853	7311	1681
"K00818"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"K00819"	528	408	28	1122	49	6	28	262	3	41	8	169	7	13	464	17	0	0	10	1	27	2	3	95	0	10	42	58	8	38	6	345	3	1	83	11	1135	70	166	25
"K00820"	7568	1605	1322	4434	4722	3521	1748	3679	1641	2803	3806	5489	2028	6150	3244	7187	1347	2330	6927	1861	5626	2174	7046	5362	2828	5877	7686	11337	3223	6885	10975	3962	7014	2138	4676	5386	4594	8996	11334	2807
"K00821"	5319	124	772	501	3086	1331	38	1579	173	68	646	1625	63	2300	1206	2562	55	437	1689	49	467	19	3829	3469	661	1439	3256	3251	745	2318	2566	2979	5303	3456	2288	3701	276	3791	6641	1723
"K00822"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	1	0	0	0	0	0	9	2	0
"K00823"	19	319	61	872	984	12	34	268	8	64	181	355	13	423	396	931	125	117	325	3	244	3	824	3647	535	1300	2454	476	812	280	805	3045	4077	32	373	861	1229	248	263	463
"K00824"	4194	146	15	492	64	7	12	53	2	74	2	132	19	480	168	139	4	37	472	0	160	1	733	22	2	23	11	203	11	159	169	122	9	8	155	315	303	1150	1615	44
"K00826"	3448	992	893	1464	3806	629	72	1669	165	118	1038	1960	91	3083	1639	3351	138	539	2616	87	1117	21	4744	2867	1335	3014	2822	4670	801	2895	3901	4202	3594	4246	2723	4265	9001	3407	6095	1796
"K00827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"K00830"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	61	0
"K00831"	2643	35	265	426	1656	941	40	1427	134	97	687	1699	54	3247	460	2362	81	246	1274	40	552	5	2632	2454	632	769	2508	4081	959	1896	1793	2306	2685	742	1548	2437	442	4366	6033	919
"K00832"	5	11	382	232	4626	80	112	909	54	144	775	2660	135	1107	196	4859	108	383	1182	6	425	3	1963	2051	597	2659	6227	4956	699	1117	2200	1484	5722	171	1539	2273	236	2046	2431	1221
"K00833"	3055	140	192	723	2579	1065	67	1947	163	86	569	1148	73	1033	384	3113	76	269	693	15	229	14	768	2508	314	1539	2843	3347	962	650	1514	2755	3317	136	1413	1455	765	2434	3585	898
"K00835"	9	9	200	98	1978	34	39	320	27	97	248	931	40	456	72	1844	20	108	470	2	48	4	459	2089	258	761	2012	2198	654	264	974	1631	2367	61	837	951	215	121	229	340
"K00836"	0	0	5	0	0	0	0	228	66	0	9	2	1	25	22	9	1	1	8	5	2	0	5	1180	4	2	2325	42	312	5	29	911	2	2	16	20	106	79	369	1
"K00839"	0	0	0	6	9	0	0	1	0	1	0	10	0	17	4	139	1	0	0	0	1	0	301	1	1	400	2	308	12	22	16	141	2	155	12	44	1604	2	109	2
"K00840"	5	3	191	111	2425	25	48	581	24	62	409	1588	55	749	90	3041	53	166	695	3	72	5	655	2664	301	1163	3584	3240	747	394	1167	1595	3310	73	922	1262	204	170	235	651
"K00841"	2860	951	288	2016	347	2425	582	1370	877	1857	3839	477	735	7366	1435	1069	3091	1935	9156	1465	5096	1025	5551	848	2178	9600	107	2896	876	2862	10481	930	808	1399	3608	4643	4853	2765	3310	1630
"K00844"	2	6	4	4	2	5	0	212	0	1	14	7	2	5	3	0	0	0	25	2	8	1	3	1	0	2	4	4	4	6	1	0	19	1	148	19	5	333	987	6
"K00845"	3973	583	524	1570	1379	727	317	4491	321	806	1178	2017	435	1757	1204	2869	234	697	2334	358	886	356	3029	2217	1531	2189	3411	5363	1109	3283	1481	3237	2247	913	3771	3178	2532	6218	9877	1170
"K00846"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"K00847"	1037	1557	1006	2560	4283	2753	1335	3168	1320	2050	2855	3102	1613	5355	2462	5718	1839	2057	4139	1755	3179	1574	4269	6104	2943	3961	4520	6884	3337	3600	6940	5524	5165	3375	3883	4673	3544	4699	7691	2567
"K00848"	208	144	254	382	3078	377	241	1576	294	436	1067	2119	360	1686	288	4578	174	291	1933	244	479	239	1478	1719	643	2568	3917	3903	1140	709	1523	2019	3474	250	1333	1952	2211	2164	3672	1296
"K00849"	658	403	661	697	2280	785	213	2186	515	527	1411	2255	361	3541	1280	3625	472	855	3352	451	1990	339	2084	1901	1089	2544	2663	3732	933	3642	4553	2680	3276	2645	3184	3141	1824	4724	7187	1574
"K00850"	2491	1080	751	1773	2524	721	272	2646	554	720	1309	2148	457	2229	1764	2918	269	709	2376	425	1512	374	3015	2444	1565	1437	3097	3509	1099	2691	3136	2396	3294	1742	2483	2633	2711	3989	6224	1433
"K00851"	6518	897	138	1531	1211	613	35	660	198	467	1985	692	68	2718	526	1929	1429	761	3660	359	1778	92	3682	1866	1052	5282	1166	3631	166	1437	4553	1127	1651	510	1622	2922	8719	1414	1303	808
"K00852"	3452	2020	845	2220	4535	2601	1100	2224	1355	2166	2604	4193	1660	3743	1381	6078	913	1656	3700	1444	1737	1603	3949	2376	2619	5309	2703	7007	1845	3048	3834	1752	6736	583	3515	3784	8401	3896	4757	2108
"K00853"	13	133	230	373	2719	27	74	1501	48	134	397	1702	77	655	362	3652	72	193	819	6	171	1	642	3412	296	1315	4348	3175	1292	409	1135	3738	2903	118	942	1448	945	1371	1419	557
"K00854"	2942	1310	602	1278	5886	237	121	3819	123	291	1177	4829	218	3579	376	6491	174	470	3312	26	946	13	2995	1139	862	4081	7866	7983	694	2592	3151	1816	8695	365	3921	3715	358	3907	6486	1744
"K00855"	3	2	125	77	1601	26	34	295	19	51	179	840	37	367	49	1621	46	107	424	4	37	1	422	1295	216	902	1717	1757	424	234	632	1282	2224	46	493	778	169	115	153	389
"K00856"	0	1	2	0	1	13	0	11	1	0	5	0	0	0	0	0	0	0	2	1	17	0	2	0	0	0	0	0	0	0	33	0	0	1	1	2	0	71	236	1
"K00857"	1551	1540	480	1348	1124	1333	620	1599	558	941	990	869	764	1877	1365	1798	442	775	1313	796	913	753	1541	2707	1160	3639	1278	1893	1082	1310	1545	1822	1028	1589	1253	1636	3342	2549	2908	1083
"K00858"	5594	595	584	2272	1466	3791	1599	2556	1644	2336	2865	2137	1845	2922	1744	2338	1369	1807	3154	1909	2994	2037	3659	1524	2838	3301	2458	3523	2418	2403	4880	1845	3980	798	2075	2368	4033	5136	6448	1928
"K00859"	1742	411	685	1644	2622	2518	832	1869	907	1511	1859	1911	865	2413	1469	2946	644	1177	2412	872	1995	989	3015	2120	1488	2585	2321	4235	1394	2070	3662	2030	3958	1195	2479	2769	1761	2866	4226	1561
"K00860"	1737	41	89	212	995	625	19	574	34	30	167	539	20	217	48	938	33	82	220	9	29	3	207	822	121	505	1505	1137	300	152	359	878	1100	29	414	494	176	301	397	216
"K00861"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K00862"	0	0	0	0	0	0	0	6	0	0	1	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00863"	2688	34	6	60	34	7	1	18	1	0	35	33	6	0	2	13	1	10	47	2	292	1	3	2049	5	4	3865	35	670	5	8	1638	0	3	12	77	216	57	185	214
"K00864"	5372	1543	822	4426	1116	6025	2801	3035	3077	4620	4634	2938	3492	6706	3193	3264	2945	3388	3899	3721	3575	3954	7833	5107	4273	4112	5181	2972	4279	4498	4346	3197	2892	872	3011	3821	6777	8130	10590	2922
