""	"17119-05-01-243200068"	"17119-05-02-243200066"	"17119-05-03-243200095"	"17119-05-04-243200101"	"17119-05-05-243200087"	"17119-05-06-243200069"	"17119-05-07-243200099"	"17119-05-08-243200071"	"17119-05-09-243200070"	"17119-05-10-243200096"	"17119-05-11-243200091"	"17119-05-12-243200081"	"17119-05-13-243200076"	"17119-05-14-243200089"	"17119-05-15-243200093"	"17119-05-16-243200072"	"17119-05-17-243200086"	"17119-05-18-243200100"	"17119-05-19-243200062"	"17119-05-20-243200063"	"17119-05-21-243200075"	"17119-05-22-243200094"	"17119-05-23-243200073"	"17119-05-24-243200088"	"17119-05-25-243200085"	"17119-05-26-243200098"	"17119-05-27-243200083"	"17119-05-28-243200078"	"17119-05-30-243200082"	"17119-05-31-243200080"	"17119-05-32-243200092"	"17119-05-33-243200064"	"17119-05-34-243200097"	"17119-05-35-243200067"	"17119-05-36-243200079"	"17119-05-37-243200074"	"17119-05-38-243200077"	"17119-05-39-243200084"	"17119-05-40-243200090"	"17119D-05-29-243200065"
"K11368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
"K11369"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K11372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K11373"	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	11	0
"K11374"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
"K11375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"K11381"	0	0	0	2	2	13	2	396	11	0	86	7	0	8	5	0	0	1	21	2	14	0	1	2	1	41	0	0	0	126	48	4	40	62	428	191	1	443	468	104
"K11382"	2	4	4	2	597	1523	2	254	30	299	578	5	7	464	9	16	145	307	35	89	60	60	92	0	409	850	6	43	8	441	930	7	3234	68	1277	554	6	259	435	178
"K11384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
"K11386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	21	0
"K11387"	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	0	12	1	1	0	0	1	0	0	63	427	0
"K11391"	7	8	243	166	2235	43	61	584	40	98	489	1171	56	671	82	2535	104	145	737	5	77	4	737	3247	452	1878	3292	2472	886	369	1045	2566	5183	79	905	1362	354	217	345	750
"K11392"	8	3	178	110	2232	22	51	529	21	76	262	1400	66	578	75	3055	46	148	489	3	57	7	591	1621	374	898	3902	2852	493	365	1015	1054	4051	55	1010	1130	147	131	380	448
"K11393"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K11404"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	5	0
"K11405"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	10	4
"K11406"	0	0	0	0	0	0	0	20	0	0	1	0	0	16	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	8	7	0	9	1	45	1	3	24	40	6
"K11407"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	3	0	0
"K11409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"K11411"	0	15	0	0	0	0	0	0	0	0	0	1	0	8	1	3	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0
"K11412"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"K11415"	0	0	1	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	9	24	2	6	0	5	0	0	0	0	11	1	12	4
"K11416"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0
"K11417"	0	0	1	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	2	0	0	1	0	0	2	0	0	1	1	0
"K11418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K11419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"K11420"	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0
"K11421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0
"K11422"	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	13	13	0	3	0	0	3	7	23	0	1	39	0	11	61	1
"K11423"	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	5	23	0
"K11424"	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	4	14	0
"K11425"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	22	0	0	0	0	103	0	1	0	0	0	0	2	19	0	0	0	3	9	1	14	39	0
"K11426"	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	16	0
"K11427"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0
"K11429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	12	0
"K11430"	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
"K11431"	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	11	0
"K11432"	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	386	0	1	0	0	0	0	2	2	0	9	11	0
"K11433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
"K11434"	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	8	0
"K11435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
"K11436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"K11437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K11438"	1	85	64	0	0	0	0	1	7	0	0	0	6	0	1	0	12	6	0	0	0	1	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0	0
"K11439"	0	0	0	0	39	0	5	8	0	2	0	12	0	14	0	0	0	13	4	1	2	0	94	0	91	0	0	2	0	22	0	13	957	8	81	9	3	2	16	0
"K11444"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0
"K11445"	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	1	3	1	0	536	0	0	407	0	137	0	0	312	0	0	0	1	38	0	0	0
"K11446"	12	2	2	0	3	1	2	11	2	1	75	2	0	16	1	0	28	6	288	14	268	4	117	1	7	139	3	7	3	56	490	4	4	1	39	28	2	95	87	3
"K11447"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	8	0
"K11448"	0	0	0	1	1	0	0	3	0	0	0	1	2	0	1	0	0	0	0	2	0	1	2	0	0	0	0	0	1	1	1	0	0	1	0	2	0	1	4	0
"K11449"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	1	1	0	15	12	0
"K11450"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
"K11452"	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	1	0	0	0	0	16	0	0	0	3	1	1	0
"K11456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"K11457"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"K11458"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K11460"	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"K11461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
"K11462"	0	0	0	0	0	0	0	0	0	0	0	1	0	222	0	0	0	0	25	0	6	0	2	0	0	0	0	0	0	0	8	0	0	0	0	5	0	1	1	0
"K11463"	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	4	10	0	0	0	0	0	0	1	1	4
"K11465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"K11466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
"K11467"	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K11468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K11469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"K11470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K11471"	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	21	7	0
"K11472"	9	6	248	140	2764	49	53	542	30	90	42	1735	88	573	96	3064	8	188	295	3	63	2	620	3	349	512	1838	3280	118	408	1300	164	3821	94	878	1118	50	79	297	236
"K11473"	2984	32	231	496	2540	881	75	530	75	84	42	1626	65	585	67	3085	17	165	315	5	49	5	713	4	383	541	1696	3278	87	409	1530	175	4186	151	905	1260	35	254	707	273
"K11474"	3	3	102	54	1003	18	23	193	18	27	16	643	27	210	27	1102	4	92	109	0	29	0	309	3	287	204	642	1176	43	169	491	89	2568	43	406	443	11	51	117	81
"K11475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0
"K11476"	204	155	8	377	26	1	8	0	2	6	0	66	2	1	216	16	1	0	0	0	5	0	1	11	0	6	12	30	4	18	0	99	1	0	3	1	421	1	1	17
"K11477"	0	1	74	37	968	9	12	139	6	29	9	421	33	162	32	765	8	43	61	0	22	1	196	0	151	171	444	827	31	94	383	60	1258	28	213	305	16	23	76	71
"K11478"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	264	0	0	0	0	0	0	0	0	0	0	1	8	0
"K11479"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K11481"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0
"K11485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K11486"	0	0	0	0	7	1	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	162	0	1	155	1	207	0	9	6	118	4	47	15	22	1303	3	4	1
"K11487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
"K11489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0
"K11490"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K11491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
"K11492"	0	0	0	0	0	0	0	1	0	0	0	0	0	143	0	0	0	0	11	0	11	0	158	0	0	0	0	0	0	0	0	0	0	0	1	59	0	27	0	0
"K11493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0
"K11494"	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	3	0	0	0	1	1	0	4	19	4
"K11497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"K11498"	4	7	4	0	1	2	1	0	2	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	3	9	0
"K11499"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
"K11502"	0	0	1	71	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K11504"	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	1	7	0
"K11510"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"K11513"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
"K11515"	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	0	1	41	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"K11517"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
"K11518"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0
"K11519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K11529"	0	1	13	1	179	3	3	106	3	14	4	214	5	154	5	140	5	12	252	1	13	1	56	0	15	15	83	413	21	32	78	10	354	7	394	86	3	891	1425	11
"K11530"	0	0	9	3	149	1	2	24	2	4	7	56	4	23	7	131	6	6	24	0	1	0	32	84	15	48	997	118	26	14	65	97	178	7	35	62	12	4	19	18
"K11531"	3	3	108	69	1437	16	32	324	16	48	21	931	22	393	45	1672	9	112	296	2	37	3	379	1866	216	241	2329	1749	486	238	647	1529	2613	37	584	728	187	81	147	119
"K11532"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
"K11533"	0	2	119	1	1	4	0	29	48	1	373	140	0	28	8	0	3	1	31	11	10	0	20	0	4	72	0	471	4	560	59	17	27	69	149	137	2	178	1694	112
"K11534"	2	7	124	57	2018	40	36	310	37	74	142	1037	79	459	113	2892	31	79	335	4	44	1	335	743	126	399	1775	1997	376	285	647	914	1294	55	565	793	118	86	151	275
"K11535"	12255	1491	316	2622	372	1444	918	444	781	1400	1005	710	1140	184	1131	1246	312	747	132	830	522	1065	249	3831	1592	108	2584	829	1897	178	134	1956	2178	46	327	278	1423	23	56	731
"K11536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
"K11537"	1	3	4	9	91	21	14	1193	3	4	53	84	4	69	3	103	2	11	20	1	10	0	70	0	2	19	4	51	26	52	34	38	58	2	428	224	2	788	1036	26
"K11539"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
"K11540"	1	0	1	1	0	1	0	0	1	1	0	0	0	0	9	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	6	30	0
"K11541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"K11542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
"K11547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	0
"K11548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"K11549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"K11578"	0	0	2	67	0	1	0	0	0	6	1	4	2	4	14	56	0	7	0	1	1	0	3	0	0	0	3	1	0	1	6	11	0	2	2	3	18	0	2	0
"K11581"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11583"	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	1	0	0	0	0	0	0	1	2	27	0
"K11584"	4	58	6	27	16	1	1	2	3	1	4	37	8	0	62	0	1	4	3	4	7	1	2	1	1	7	8	6	2	1	1	9	4	3	3	10	61	11	27	12
"K11586"	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0
"K11590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K11591"	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
"K11592"	1	1	199	1	2	1	0	3	17	0	0	8	0	0	0	0	1	237	2	1	1	34	0	0	0	1	0	34	1	0	0	0	1	0	40	1	0	18	16	0
"K11593"	1	1	1	0	2	1	0	1	0	1	3	0	2	4	2	0	0	1	1	2	0	0	1	0	0	2	7	0	0	1	0	4	1	1	0	4	0	26	53	1
"K11594"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	1	5	0	2	1	2	3	5	2
"K11599"	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
"K11600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	272	156	0
"K11601"	290	1	0	0	2	0	0	0	17	0	0	26	1	269	13	4	0	0	15	13	1	0	2	76	1	19	177	102	51	62	90	79	10	2	26	77	44	7	36	83
"K11602"	402	1	0	2	2	0	1	2	10	0	0	21	0	191	12	1	0	1	8	22	0	0	3	51	2	17	116	60	24	72	100	41	12	2	22	41	67	7	38	59
"K11603"	440	1	0	2	0	0	0	0	15	0	0	22	0	231	22	0	0	1	18	20	1	0	0	66	2	10	135	128	19	54	140	35	14	6	23	52	74	25	94	49
"K11604"	3	1	53	14	1202	10	17	186	52	23	9	313	18	707	34	1087	4	51	66	1	16	0	109	477	4	61	880	515	244	318	755	486	9	36	130	274	68	19	60	106
"K11605"	3	2	57	43	1815	25	19	278	66	27	13	366	42	906	37	1718	7	62	87	3	18	3	157	1699	1	75	1642	693	482	388	1073	1538	23	44	151	389	172	22	120	117
"K11606"	5	1	52	23	1190	15	16	191	80	15	13	239	37	569	37	1133	1	36	56	1	15	0	142	877	7	54	1147	532	324	229	703	757	5	32	156	332	113	16	98	116
"K11607"	3	4	79	35	2012	23	22	302	34	46	18	239	40	364	69	1539	7	62	93	0	24	1	159	257	2	112	1768	656	130	206	829	343	10	67	183	478	42	10	154	144
"K11609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
"K11611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
"K11614"	115	635	28	0	3	1	1	3	1	1	0	8	6	18	41	894	3	2	19	0	12	0	1	589	0	0	0	19	7	1	0	29	2	11	7	9	31	873	789	21
"K11615"	1467	291	28	27	32	0	1	2	0	1	0	11	12	13	17	381	1	0	12	0	7	0	0	276	502	0	4	117	15	96	4	11	19	21	62	5	6	221	339	9
"K11616"	3386	34	1	53	28	3	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11617"	3483	1377	157	1130	564	92	63	129	91	131	157	359	135	287	533	1323	26	163	158	67	75	45	410	1061	481	74	188	1626	347	760	364	618	68	1382	366	654	598	29	33	415
"K11618"	2239	544	167	1233	66	945	570	201	471	681	563	331	775	57	683	923	203	463	25	660	302	696	389	540	978	321	94	1111	849	329	79	492	167	143	84	138	3765	8	13	408
"K11623"	1343	18	2	18	115	0	1	26	0	0	5	1	0	74	1	0	1	0	49	0	0	0	51	0	0	4	0	0	0	0	118	162	1	437	0	214	1	11	0	90
"K11624"	1433	7	0	20	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"K11629"	2	15	2	257	7	0	4	0	1	5	0	0	0	5	36	22	0	0	0	0	0	0	1	4	0	5	0	2	2	10	3	30	0	0	0	3	112	0	0	11
"K11630"	1	9	3	235	11	0	6	1	0	3	1	2	0	7	30	4	0	0	0	0	0	0	0	26	0	1	4	0	7	5	0	99	0	0	2	0	212	0	2	15
"K11631"	17	361	16	686	28	2	22	4	3	9	3	161	2	6	617	20	0	0	3	0	15	1	1	52	1	4	28	0	4	28	7	238	3	1	13	2	1086	2	1	12
"K11632"	18	316	21	2123	38	2	31	6	2	33	8	162	3	29	469	47	0	1	6	0	19	2	7	98	1	11	9	2	13	25	3	415	1	4	5	5	1166	0	0	50
"K11635"	2786	22	3	49	33	2	0	5	0	0	0	15	3	8	3	82	1	1	2	1	0	0	324	2	0	190	14	370	8	21	19	176	6	92	34	27	2232	11	6	3
"K11636"	20738	179	27	294	171	11	9	10	4	0	1	30	23	14	2	246	2	2	3	0	0	0	280	3	3	256	19	520	20	24	14	210	8	114	61	34	2326	20	4	4
"K11637"	3492	36	4	61	31	1	1	7	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"K11638"	1945	22	1	35	26	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"K11642"	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0
"K11643"	1	3	2	2	2	3	2	2	0	0	0	2	0	2	0	0	2	1	40	1	19	0	1	0	11	1576	7	19	4	8	3	8	2	1	15	10	1	9	10	2
"K11644"	1	1	202	1	644	2	1	60	1	1	16	98	8	246	479	1	1	111	107	3	6	0	173	0	4	25	8	143	7	163	298	446	12	1493	346	520	1	28	35	239
"K11645"	3	7	168	105	2424	43	50	1083	40	96	411	1376	49	659	98	2676	50	164	593	3	66	3	663	1727	338	1267	3559	2961	675	385	1027	1732	3647	72	1290	1253	208	402	654	659
"K11646"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	240	326	0
