""	"17119-05-33-243200064"	"17119-05-40-243200090"	"17119-05-06-243200069"	"17119-05-09-243200070"	"17119-05-15-243200093"	"17119-05-18-243200100"	"17119-05-20-243200063"	"17119-05-28-243200078"	"17119-05-31-243200080"	"17119-05-34-243200097"	"17119-05-36-243200079"	"17119-05-39-243200084"	"17119-05-14-243200089"	"17119-05-17-243200086"	"17119-05-23-243200073"	"17119-05-26-243200098"	"17119-05-35-243200067"	"17119-05-37-243200074"	"17119D-05-29-243200065"	"REF_GCF_003795065"	"REF_GCF_003971565"
"g008231"	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g008232"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008237"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008238"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008239"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g008241"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008242"	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008245"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g008250"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008251"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008252"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008254"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"g008255"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008257"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g008266"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008268"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008270"	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
"g008271"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008290"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008291"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008292"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008299"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008303"	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008304"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008311"	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0
"g008314"	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1
"g008315"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008316"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008318"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g008320"	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0
"g008321"	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"g008322"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008324"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
"g008327"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008329"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008330"	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0
"g008334"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008342"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g008347"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008348"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008350"	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0
"g008351"	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0
"g008353"	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008360"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008361"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0
"g008362"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008364"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008370"	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
"g008371"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008372"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008377"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g008379"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008380"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008381"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008382"	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0
"g008385"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g008387"	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008389"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008390"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008392"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008399"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008401"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008417"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008418"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008419"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008421"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008422"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008426"	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008427"	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
"g008444"	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g008445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008447"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008448"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0
"g008449"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
"g008450"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0
"g008451"	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0
"g008458"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008462"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008463"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008468"	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0
"g008469"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
"g008471"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
"g008473"	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1
"g008474"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008476"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008478"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008488"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g008489"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008491"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
"g008492"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008496"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
"g008500"	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0
"g008504"	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g008505"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008511"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g008525"	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g008526"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008529"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0
"g008538"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008542"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008544"	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0
"g008545"	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1
"g008546"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008548"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008565"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008566"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g008570"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g008572"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1
"g008588"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008589"	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0
"g008595"	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008598"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008599"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0
"g008604"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008605"	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g008606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008607"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008608"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g008609"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008615"	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
"g008619"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008624"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
"g008627"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
"g008630"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008631"	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008632"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g008633"	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008635"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008643"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008653"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"g008654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008657"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008662"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008675"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008676"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008680"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008681"	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008685"	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1
"g008686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008687"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008689"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008698"	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0
"g008703"	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
"g008706"	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1
"g008707"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008711"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008718"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008724"	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008729"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008730"	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
"g008732"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008749"	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008750"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g008765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008766"	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1
"g008767"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008772"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008774"	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g008775"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008782"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g008784"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g008785"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g008788"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008790"	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008791"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008792"	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0
"g008793"	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
"g008794"	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g008795"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008796"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g008798"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008799"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008800"	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008804"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008805"	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g008809"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g008810"	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"g008811"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008813"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008818"	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0
"g008821"	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"g008827"	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008831"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008832"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008833"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008834"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008841"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008845"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
"g008847"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008848"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008850"	1	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0
"g008855"	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1
"g008858"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008863"	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0
"g008864"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008865"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008875"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008876"	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0
"g008877"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0
"g008886"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008887"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008890"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008891"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008893"	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008896"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008897"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008899"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"g008913"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008914"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0
"g008916"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008918"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008922"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g008924"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
"g008928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g008930"	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
"g008932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g008937"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008938"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008940"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008941"	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g008950"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008952"	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0
"g008953"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008954"	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
"g008955"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008963"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008974"	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g008997"	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
"g009002"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
"g009005"	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0
"g009006"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009012"	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
"g009015"	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1
"g009018"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g009019"	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1
"g009020"	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"g009021"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g009023"	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1
"g009024"	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1
"g009025"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0
"g009027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g009029"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009031"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009033"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g009034"	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
"g009036"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g009037"	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009039"	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1
"g009040"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009044"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g009045"	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
"g009047"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0
"g009053"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009059"	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
"g009060"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g009061"	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1
"g009062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g009065"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g009074"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009083"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g009088"	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0
"g009094"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g009095"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g009104"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009105"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g009107"	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0
"g009109"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g009111"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g009112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g009113"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
"g009114"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g009115"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g009116"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
